Similarity Score,Original Sentence (Keep),Duplicate Sentence (Remove)
0.8577,nakuha ko na ang item nung isang gabi at okay naman ang performance,nakarating na ang item nung isang gabi at okay naman unit
0.8774,maayos naman ang condition nung tape nung tinanggap ko ang package,condition nung item ay okay naman nung tinanggap ko ang package
0.8651,maayos naman ang condition nung tape nung tinanggap ko ang package,maayos naman ang condition nung item nung tinanggap ko parcel
0.8789,anyare bakit parang luma na yung nadeliver sa akin may mga dumi,bakit parang luma na yung nadeliver sa akin may mga dumi at gasgas pa
0.8589,check ko muna kung maganda ang dikit nung tape sa kahoy na pader,check ko muna kung maganda ang lapat nung bakal sa kahoy
0.8530,yupi yung box nung dumating yung parcel pero buti na lang walang leak,yupi yung box nung dumating pero okay lang kasi hindi naman damage item
0.9076,sulit na budol to para sa mga mahilig mag diy ng maintenance,sulit na budol to para sa mga nagtitipid sa maintenance
0.9333,hinde nman ito yung nasa picture sa shop nyo nakakadismaya,hinde nman ito yung nasa picture sa shop nyo mali ang pinadala nyo
0.9333,hinde nman ito yung nasa picture sa shop nyo nakakadismaya,hinde nman ito yung nasa picture sa shop nyo mali ang pinadala nyo
0.8922,received na ang item nadeliver naman ng maayos nung rider,received na ang parcel nadeliver naman ng rider ng maayos
0.8575,received na ang item nadeliver naman ng maayos nung rider,received na ang parcel nadeliver naman ng maayos nung rider kanina
0.8592,received na ang item nadeliver naman ng maayos nung rider,nakarating na ang item nadeliver naman ng maayos nung rider nung hapon
0.9622,received na ang item nadeliver naman ng maayos nung rider,received na ang item nadeliver naman ng maayos nung rider kanina
0.9057,received na ang item nadeliver naman ng maayos nung rider,received na ang item nadeliver naman ng rider ng maayos sa bahay
0.8501,received na ang item nadeliver naman ng maayos nung rider,received na ang parcel nadeliver nman ng maayos nung rider kanina
0.8990,pangit nung packaging yupi yupi na yung box nung dumating,sira yung packaging nung dumating durog durog na yung box sa loob
0.8990,pangit nung packaging yupi yupi na yung box nung dumating,sira yung packaging nung dumating durog durog na yung box sa loob
0.9199,pangit nung packaging yupi yupi na yung box nung dumating,sira yung packaging nung dumating yupi yupi na yung mga box sa loob
0.8559,nakarating na ang parcel kanina nadeliver naman ng maayos,received ko na ang parcel nadeliver naman ng maayos
0.9561,nadeliver na yung parcel kahapon at balot naman sa bubble wrap ang box,kahapon dumating yung parcel at balot naman sa bubble wrap ang box
0.8731,nadeliver na yung parcel kahapon at balot naman sa bubble wrap ang box,nadeliver na yung parcel kahapon at kompleto naman ang chin strap sa box
0.8772,bakit parang yupi yung gilid nung nakuha ko hinde naingatan sa transit,bakit parang yupi yung pinto nung nakuha ko hinde naingatan sa transit
0.9434,bakit parang yupi yung gilid nung nakuha ko hinde naingatan sa transit,bakit parang yupi yung dulo nung nakuha ko hinde naingatan sa transit
0.9243,pangit nung quality nung pintura parang madaling mabakbak pag nabangga,pangit nung quality nung pintura parang madaling mabakbak yung sa gilid
0.9521,bwesit na item to hinde nman nag sslide ng maayos yung mga drawers,bwesit na item to hinde nman mag sslide ng maayos yung mga drawers nito
0.8670,nadeliver na nung rider yung order ko salamat seller at sa naghatid,dumating na yung order ko salamat rider at seller sa mabilis na delivery service
0.8615,sayang nung quality nung pintura parang kinalawang agad yung dulo nito,pangit nung quality nung pintura parang madaling mabakbak yung sa gilid
0.9382,sayang nung quality nung pintura parang kinalawang agad yung dulo nito,sayang nung quality nung pintura parang kinalawang agad yung dulo nung hook
0.9127,sayang nung quality nung pintura parang kinalawang agad yung dulo nito,sayang nung quality nung pintura parang kinalawang agad yung dulo nung wrench
0.9735,nadeliver na yung parcel kahapon at kompleto naman ang sampung piraso,nadeliver na yung parcel kahapon at kompleto ang sampung piraso sa loob
0.9707,nadeliver na yung parcel kahapon at kompleto naman ang sampung piraso,pambihira nadeliver na yung parcel kahapon at kompleto ang sampung piraso
0.8816,nadeliver na yung parcel kahapon at kompleto naman ang sampung piraso,order ko nadeliver kahapon at kompleto ang sampung piraso sa loob
0.9141,received na ang parcel nadeliver naman ng maayos nung rider sa bahay,received na ang item nadeliver naman ng rider ng maayos sa bahay
0.8801,received na ang parcel nadeliver naman ng maayos nung rider sa bahay,received na ang parcel nadeliver nman ng maayos nung rider kanina
0.8738,dumating na yung parcel kahapon at kompleto naman ang bawat pinto nito,dumating na yung parcel kahapon at kompleto naman ang case sa loob
0.8510,dumating na yung parcel kahapon at kompleto naman ang bawat pinto nito,kahapon dumating yung parcel at maayos naman ang pagkaka pack nito
0.8633,dumating na yung parcel kahapon at kompleto naman ang bawat pinto nito,dumating na yung parcel kahapon at kompleto nman ang set sa box
0.8590,diko type itong nadeliver mali ang kulay na nakuha ko sa box,mali yung kulay na nakuha ko sa box hinde ito yung nasa picture
0.8880,diko type itong nadeliver mali ang kulay na nakuha ko sa box,mali yung kulay na nakuha ko sa package kanina diko type itong nadeliver
0.9794,badtrip kasi may mga gasgas na yung unit nung binuksan ko box kanina,badtrip kasi may mga dumi na yung unit nung binuksan ko yung box kanina
0.9060,badtrip kasi may mga gasgas na yung unit nung binuksan ko box kanina,badtrip kc may mga dumi na yung unit nung binuksan ko yung box
0.9054,badtrip kasi may mga gasgas na yung unit nung binuksan ko box kanina,badtrip kc may mga dumi na yung unit nung binuksan ko yung box kanina sa amin
0.8942,nakarating na ang parcel nadeliver naman ng maayos nung rider nung isang gabi,nakarating na ang parcel nadeliver naman ng maayos nung rider kahapon
0.8672,nakarating na ang parcel nadeliver naman ng maayos nung rider nung isang gabi,dumating na yung parcel nadeliver naman ng maayos nung rider kahapon
0.9310,nakarating na ang parcel nadeliver naman ng maayos nung rider nung isang gabi,nakarating na ang parcel nadeliver naman ng maayos nung rider nung hapon
0.8540,nakarating na ang parcel nadeliver naman ng maayos nung rider nung isang gabi,parcel arrived kahapon at nadeliver nman ng maayos nung rider nung hapon
0.9744,nakarating na ang parcel nadeliver naman ng maayos nung rider nung isang gabi,nakakuha na ang parcel nadeliver nman ng maayos nung rider nung isang gabi
0.8949,parang maliit masyado yung hooks para sa akin hinde sapat ang size,parang maliit masyado yung wrench para sa akin hnd sapat ang sukat
0.9055,sulit na budol to laking tipid compare sa mga hooks sa hardware store namin,laking tipid nito sulit na budol compare sa mga tape sa hardware store namin
0.9311,sulit na budol to laking tipid compare sa mga hooks sa hardware store namin,sulit na budol to laking tipid compare sa mga tools sa hardware store namin
0.9687,diko bet itong nadeliver mali ang pinadala nyo sakin nung isang araw,diko bet itong nadeliver mali ang pinadala nyo sakin nung isang araw kanina
0.9044,diko bet itong nadeliver mali ang pinadala nyo sakin nung isang araw,asar ako nadeliver mali ang pinadala nyo sakin nung isang araw
0.9114,diko bet itong nadeliver mali ang pinadala nyo sakin nung isang araw,diko gusto itong nadeliver mali ang pinadala nyo sakin nung isang araw
0.9687,diko bet itong nadeliver mali ang pinadala nyo sakin nung isang araw,diko bet itong nadeliver mali ang pinadala nyo sakin nung isang araw kanina
0.9428,diko bet itong nadeliver mali ang pinadala nyo sakin nung isang araw,diko bet itong nadeliver mali ang pinadala nyo sakin nung isang araw sa amin
0.9575,tingnan ko uli kung maganda ang lapat nung adhesive nung bawat hook sa wall,tingnan ko uli kung maganda ang lapat nung adhesive nung bawat tape sa wall
0.9223,anyare bakit hinde nman dumidikit yung hook sa tiles namin sa banyo,ewan bakit hinde nman dumidikit yung mounting tape sa tiles namin sa banyo
0.8980,sarsat nung packaging ni seller balot na balot sa bubble wrap yung parcel,maayos naman ang packaging ni seller balot na balot sa bubble wrap
0.9728,sarsat nung packaging ni seller balot na balot sa bubble wrap yung parcel,binalot nung packaging ni seller balot na balot sa bubble wrap yung parcel
0.8557,quality talaga tong mga hooks na to naging malinis tignan ang aming garahe,quality talaga tong mga wrenches na to naging malinis tignan ang aming gawa
0.9387,nakarating na yung item nadeliver naman ng maayos nung rider nung isang araw,kinuha na yung item nadeliver naman ng maayos nung rider nung isang araw
0.8640,nakarating na yung item nadeliver naman ng maayos nung rider nung isang araw,dumating na yung item nadeliver nman ng maayos nung rider kahapon
0.8951,okay na yung quality para sa presyo nya nung nakuha ko sa sale,okay na yung quality para sa presyo nya nung flash sale ko nabili
0.8974,okay na yung quality para sa presyo nya nung nakuha ko sa sale,okay na yung quality para sa presyo nya nung flash sale ko ito nabili
0.9236,real budol find para sa mga mahilig mag diy sa bahay laking safety nito,real budol find para sa mga mahilig mag diy sa bahay laking tipid
0.9293,bwesit kasi yupi yung mga parts nung nadeliver sa amin nung rider kanina,asar kc yupi yung mga parts nung nadeliver sa amin nung rider kanina
0.9479,nakuha ko na ang order saktong sakto sa description na nakalagay,nakuha ko na yung order at saktong sakto sa description na nakalagay
0.9369,nakuha ko na ang order saktong sakto sa description na nakalagay,nakuha ko na yung order at saktong sakto sa description na nakalagay dun
0.8526,maayos ang packaging at balot na balot sa bubble wrap nung nakuha ko,well packed naka karton at bubble wrap kaya walang damage nung nakuha ko
0.8531,ganda nung quality nito nakuha ko to sa napaka murang price nung flash sale,okay na yung quality para sa presyo nya nung flash sale ko nabili
0.8584,ganda nung quality nito nakuha ko to sa napaka murang price nung flash sale,okay na yung quality para sa presyo nya nung flash sale ko ito nabili
0.8683,bwisit sira agad yung handle nung martilyo nung unang gamit ko pa lang,kinawang agad yung handle natanggal yung bakal sa hawakan nung unang gamit ko palang
0.8778,mabilis nadeliver ang order kaya safe na nakarating dito sa bahay,secured ang pagkaka pack kaya safe na nakarating ang order ko dito sa bahay
0.8728,pangit nung quality nung bakal parang madaling mangalawang itong plais,pangit nung quality nung bakal parang madaling maputol itong blade nung cutter
0.8648,tingnan ko muna kung maganda ang lapat nung grip nung plais sa kamay,tingnan ko muna kung maganda ang lapat nung grip nung utility knife sa kamay
0.9167,sulit na budol to laking tipid compare sa mga tools sa hardware store,sulit na budol to laking tipid compare sa mga tools sa hardware store namin
0.8577,responsive si seller nagsend muna ng picture bago i-pack,responsive si seller nagsend ng picture bago i-ship out yung order ko ngayon
0.8581,responsive si seller nagsend muna ng picture bago i-pack,responsive si seller nagsend ng picture bago ibalot yung item kaya sure ako
0.8848,responsive si seller nagsend muna ng picture bago i-pack,very responsive si seller nagsend muna ng pic bago iship ang items
0.9005,responsive si seller nagsend muna ng picture bago i-pack,very responsive si seller nagsend ng picture bago ipa ship yung parcel
0.9449,mas mura dito kumpara sa grocery kaya dito na ako lagi bibili,mura lang dito kumpara sa grocery kaya dito na ako bibili
0.9463,mas mura dito kumpara sa grocery kaya dito na ako lagi bibili,mas mura dito kaysa sa grocery kaya dito na ako lagi bibili ng stocks
0.8513,mas mura dito kumpara sa grocery kaya dito na ako lagi bibili,mura lang kumpara sa mall kaya dito na ako lagi bibili ng supply ko monthly
0.8779,first time ko umorder dito at hindi ako binigo ni seller,first time ko itry tong brand na to at hindi ako binigo ni seller ang sarap
0.8846,mabilis dumating kahapon ko lang inorder nandito na agad ngayon,mabilis dumating yung delivery kahapon ko lang inorder nandito na agad ngayon
0.9460,nakamura ako dahil sa voucher salamat shopee,laki ng natipid ko dahil sa voucher salamat shopee
0.8568,nakamura ako dahil sa voucher salamat shopee,thank you shopee sa voucher nakuha ko to ng halos libre na lang
0.8562,hindi ko pa na try pero mukhang okay naman base sa packaging,hindi ko pa natatry gamitin pero mukhang okay naman base sa itsura
0.9160,very accommodating si seller sinagot lahat ng tanong ko about sa usage,very accommodating si seller sinagot lahat ng inquiries ko
0.8587,very accommodating si seller sinagot lahat ng tanong ko about sa usage,very responsive si seller sinagot lahat ng tanong ko tungkol sa ingredients nito
